query,clicked_id,user_id,id_in_serp,pos_in_serp
dry Irish stout with roasted malt,5346,ecfce874-7fc5-11ef-9d1e-0242ac120005,3024,8
dry Irish stout with roasted malt,5346,ecfce874-7fc5-11ef-9d1e-0242ac120005,751,9
dry Irish stout with roasted malt,5346,ecfce874-7fc5-11ef-9d1e-0242ac120005,4460,10
dry Irish stout with roasted malt,5346,ecfce874-7fc5-11ef-9d1e-0242ac120005,712,11
dry Irish stout with roasted malt,5346,ecfce874-7fc5-11ef-9d1e-0242ac120005,985,12
dry Irish stout with roasted malt,5346,ecfce874-7fc5-11ef-9d1e-0242ac120005,3795,13
dry Irish stout with roasted malt,5346,ecfce874-7fc5-11ef-9d1e-0242ac120005,5093,14
dry Irish stout with roasted malt,5346,ecfce874-7fc5-11ef-9d1e-0242ac120005,2862,15
dry Irish stout with roasted malt,5346,ecfce874-7fc5-11ef-9d1e-0242ac120005,1270,16
dry Irish stout with roasted malt,5346,ecfce874-7fc5-11ef-9d1e-0242ac120005,1533,17
dry Irish stout with roasted malt,5346,ecfce874-7fc5-11ef-9d1e-0242ac120005,656,18
dry Irish stout with roasted malt,5346,ecfce874-7fc5-11ef-9d1e-0242ac120005,3162,19
dry Irish stout with roasted malt,5346,ecfce874-7fc5-11ef-9d1e-0242ac120005,1200,20
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,4248,1
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,4336,2
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,4072,3
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,1618,4
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,1617,5
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,5509,6
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,3818,7
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,4851,8
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,1729,9
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,3075,10
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,3813,11
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,4668,12
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,3160,13
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,1887,14
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,5867,15
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,2236,16
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,4541,17
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,3037,18
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,5869,19
light beer under 4 abv,1618,ecfce914-7fc5-11ef-9d1e-0242ac120005,3384,20
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,1064,1
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,3366,2
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,2216,3
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,1423,4
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,3676,5
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,2185,6
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,1380,7
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,54,8
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,3274,9
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,5780,10
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,2374,11
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,4369,12
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,1790,13
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,4718,14
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,474,15
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,199,16
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,56,17
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,158,18
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,3237,19
non-alcoholic christmas ale,1064,ecfcea22-7fc5-11ef-9d1e-0242ac120005,5665,20
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,4625,1
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,5783,2
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,3962,3
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,4013,4
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,2367,5
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,2024,6
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,3594,7
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,3219,8
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,4030,9
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,3404,10
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,1459,11
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,2164,12
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,3439,13
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,1044,14
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,489,15
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,700,16
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,2383,17
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,1086,18
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,1819,19
malty scotch ale,3594,ecfceacc-7fc5-11ef-9d1e-0242ac120005,1996,20
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,5445,1
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,1507,2
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,5387,3
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,5649,4
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,5439,5
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,3881,6
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,5802,7
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,5611,8
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,4746,9
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,1968,10
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,5607,11
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,5784,12
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,3498,13
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,1967,14
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,3055,15
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,3165,16
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,1977,17
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,2901,18
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,1170,19
milk stout with vanilla,5439,ecfceb76-7fc5-11ef-9d1e-0242ac120005,3986,20
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,3974,1
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,4634,2
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,71,3
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,5386,4
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,3650,5
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,3747,6
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,1726,7
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,1511,8
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,1258,9
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,5595,10
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,5379,11
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,5456,12
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,3344,13
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,3645,14
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,734,15
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,3582,16
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,1445,17
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,438,18
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,3716,19
deep amber ale,71,ecfcec0c-7fc5-11ef-9d1e-0242ac120005,4599,20
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,2478,1
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,4624,2
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,5778,3
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,2027,4
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,374,5
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,2030,6
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,2029,7
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,1070,8
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,703,9
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,2584,10
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,1775,11
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,3254,12
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,838,13
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,1338,14
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,1493,15
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,2299,16
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,1335,17
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,1254,18
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,2056,19
high ABV imperial stout,2027,ecfceca2-7fc5-11ef-9d1e-0242ac120005,2420,20
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,28,1
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,1218,2
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,4323,3
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,5680,4
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,5306,5
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,4407,6
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,5824,7
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,4790,8
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,5160,9
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,4623,10
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,5157,11
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,5156,12
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,4039,13
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,2677,14
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,4322,15
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,5889,16
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,4872,17
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,5655,18
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,4353,19
hazy New England IPA,4323,ecfced2e-7fc5-11ef-9d1e-0242ac120005,5536,20
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,5229,1
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,5302,2
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,4368,3
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,4513,4
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,4813,5
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,5014,6
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,4814,7
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,1361,8
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,4066,9
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,4603,10
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,4815,11
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,4998,12
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,4747,13
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,4350,14
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,2972,15
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,2983,16
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,3864,17
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,3970,18
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,4664,19
Belgian witbier with coriander and orange peel,5302,ecfcedc4-7fc5-11ef-9d1e-0242ac120005,5471,20
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,415,1
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,821,2
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,2798,3
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,1036,4
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,811,5
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,3239,6
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,3209,7
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,1466,8
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,2201,9
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,1620,10
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,2057,11
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,1624,12
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,5783,13
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,5241,14
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,4367,15
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,5842,16
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,1864,17
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,4295,18
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,5293,19
pale ale with heavy hops,2798,ecfcee5a-7fc5-11ef-9d1e-0242ac120005,4670,20
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,282,1
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,4854,2
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,5346,3
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,5144,4
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,3849,5
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,5885,6
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,345,7
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,3024,8
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,751,9
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,4460,10
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,712,11
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,985,12
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,3795,13
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,5093,14
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,2862,15
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,1270,16
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,1533,17
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,656,18
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,3162,19
dry Irish stout with roasted malt,5346,ecfceee6-7fc5-11ef-9d1e-0242ac120005,1200,20
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,346,1
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,931,2
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,4349,3
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,5655,4
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,4293,5
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,5425,6
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,4045,7
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,5444,8
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,4746,9
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,3649,10
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,3758,11
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,5733,12
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,1205,13
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,2720,14
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,1483,15
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,1572,16
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,1444,17
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,291,18
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,455,19
porter with spices,5655,ecfcef7c-7fc5-11ef-9d1e-0242ac120005,3659,20
light wheat beer with citrus,4872,ecfcf008-7fc5-11ef-9d1e-0242ac120005,2990,1
light wheat beer with citrus,4872,ecfcf008-7fc5-11ef-9d1e-0242ac120005,4872,2
light wheat beer with citrus,4872,ecfcf008-7fc5-11ef-9d1e-0242ac120005,1710,3
light wheat beer with citrus,4872,ecfcf008-7fc5-11ef-9d1e-0242ac120005,1781,4
